#{"t_start": 1773725816.4837217, "env_id": "None"}
r,l,t
-7560.664743,300,808.566293
-6277.229858,248,808.68992
-6118.320073,300,810.00639
-5794.231002,300,810.196601
-7806.823405,300,810.37199
-5464.578817,273,810.548786
-8396.006348,300,810.71107
-235.280133,41,810.732818
-7029.377922,300,810.887997
-6587.315842,300,811.0499
-5040.8655,300,812.245384
-8051.972479,300,812.423418
-4630.104026,300,812.578255
-5937.634186,300,812.750989
-4762.006368,300,812.905277
-6853.083572,300,813.060177
-8255.051383,300,813.223501
-7455.041347,300,814.418973
-7706.123948,300,814.588081
-5249.28857,300,814.754257
-7261.376883,300,814.911413
-8489.022295,300,815.065437
-7612.286096,300,815.222833
-5684.996542,300,815.387419
-6014.323287,300,816.594934
-4255.369365,300,816.762845
-7247.907938,300,816.931391
-8984.421494,300,817.103593
-5679.152737,300,817.259528
-8820.192475,300,817.427852
-5481.601438,300,817.582941
-5551.62277,300,818.79077
-6881.30629,300,818.953041
-7000.291662,300,819.124044
-4626.415266,300,819.276453
-5762.073957,300,819.428577
-5750.025042,300,819.593917
-4830.75608,300,820.773654
-9674.601125,300,820.957444
-4779.875225,300,821.124691
-4312.471807,300,821.28192
-5609.364097,300,821.435198
-5573.032127,300,821.58699
-6571.706592,300,821.75229
-4199.439468,300,822.934344
-1605.601538,193,823.051969
-6341.103746,300,823.224905
-7175.871925,300,823.382643
-6107.809435,300,823.536382
-6385.727631,300,823.6873
-6042.211045,300,823.850698
-5190.096066,300,825.125002
-4968.86033,300,825.315762
-3363.652943,300,825.527463
-4437.704116,300,825.681136
-5781.520582,300,825.832216
-7292.89932,300,825.999515
-957.350055,75,826.038415
-4428.18488,300,826.194509
-4861.439261,300,827.387946
-1169.655367,135,827.471392
-8933.690444,300,827.64846
-6347.420516,300,827.799828
-3616.906334,300,827.952583
-69.413463,26,827.965715
-8718.109018,300,828.128056
-9036.888903,300,828.284009
-5234.906651,300,829.482133
-7628.24852,300,829.662452
-6795.906381,300,829.82754
-7256.637703,300,829.982999
-3999.076378,300,830.138389
-6542.158636,300,830.304428
-4363.774711,264,830.437896
-4414.689119,300,831.632087
-7160.894591,300,831.823951
-4483.616522,230,831.944947
-2131.482859,152,832.022962
-7193.592064,300,832.178784
-3463.331751,300,832.327794
-6523.891704,300,832.493186
-2871.926613,300,832.645786
-4243.498835,300,833.861937
-8102.553718,300,834.050651
-6943.523554,300,834.20281
-6846.971765,300,834.358161
-5726.653357,300,834.522469
-7976.841743,300,834.676303
-5381.00375,300,834.830717
-6544.901656,300,836.037628
-9614.216654,300,836.22128
-3760.535003,300,836.379946
-8774.327328,300,836.534341
-7813.29625,300,836.702142
-5530.766091,300,836.852272
-7568.155546,300,838.04147
-3490.800841,300,838.241889
-4222.61356,300,838.396643
-3275.030296,300,838.550637
-6148.487739,300,838.701506
-5766.001231,300,838.866669
-5763.191459,300,839.024727
-4639.784698,300,840.212221
-8224.708814,300,840.405788
-5837.771107,300,840.561128
-4226.576272,300,840.714218
-7202.905333,300,840.882157
-4962.614727,300,841.035004
-7064.788496,300,841.195076
-7593.952682,300,842.39079
-2926.469469,249,842.557307
-6396.902871,300,842.709124
-6454.887944,300,842.860818
-4481.015,300,843.025078
-5564.47913,300,843.180833
-7611.370049,300,843.336409
-7486.175389,300,844.548738
-4742.168003,300,844.721712
-6975.078253,300,844.874998
-7007.854603,300,845.029637
-8434.888591,300,845.192053
-5596.841278,300,845.343312
-6434.489672,300,845.497552
-6811.931197,300,846.705677
-3653.954279,300,846.899844
-4625.487458,300,847.067848
-6618.381737,300,847.244217
-8940.35698,300,847.408637
-7840.633734,300,847.583368
-9646.922692,300,847.734639
-8897.391153,300,848.926743
-5781.419923,300,849.091391
-6148.597645,300,849.243884
-9203.468259,300,849.405208
-5796.247987,300,849.562135
-3109.296312,300,849.715127
-5283.263714,300,849.883626
-5159.515772,300,851.096784
-6245.028277,300,851.253227
-3090.88091,300,851.402438
-3582.64394,300,851.56488
-9179.834687,300,851.721159
-8123.620434,300,851.870434
-6428.598212,300,853.043499
-7866.61928,300,853.225803
-4988.840979,300,853.379018
-5292.239897,300,853.542692
-3945.540544,300,853.694142
-5669.152782,300,853.848758
-7698.604911,300,854.00065
-224.613872,28,854.01465
-2379.475786,244,855.169191
-5036.858868,300,855.34719
-8426.083614,300,855.502026
-3251.657423,300,855.663682
-4821.908979,300,855.816664
-7859.906506,300,855.969745
-5889.407868,300,856.132215
-5349.435671,300,857.308691
-3526.981872,300,857.485524
-5452.112522,300,857.636972
-7768.859687,300,857.79996
-3124.479888,300,857.950762
-8832.359002,300,858.105316
-2710.653551,300,858.268689
-8567.405595,300,859.441059
-4777.448389,300,859.612885
-7897.896408,300,859.777489
-9036.090182,300,859.928301
-4955.072008,300,860.084338
-3821.024879,300,860.235755
-5949.445512,300,860.397573
-8757.349211,300,861.584933
-7290.975286,300,861.74857
-7772.439838,300,861.911769
-7057.219871,300,862.063112
-7427.623687,300,862.219012
-8037.527566,300,862.379722
-4843.768406,300,862.534588
-5401.33267,300,863.720653
-5227.385993,300,863.879892
-3620.92322,257,864.021496
-6580.644526,300,864.175197
-6939.721579,300,864.32728
-5445.166886,300,864.492795
-6404.441483,300,864.650862
-6384.560895,300,865.834622
-5741.659969,300,865.99362
-4368.151373,300,866.157295
-3794.707512,300,866.324496
-8722.646084,300,866.477999
-5891.313712,300,866.640867
-5092.460995,300,867.804759
-4368.040088,300,867.987893
-7297.528427,300,868.154819
-4786.37034,300,868.312161
-6998.592628,300,868.461722
-6549.996666,300,868.620694
-5263.454497,300,868.783736
-5571.583182,300,870.04685
-7980.133398,300,870.228801
-7183.909597,300,870.424614
-8716.623961,300,870.584158
-9242.520623,300,870.742169
-5290.143449,300,870.905119
-4833.351489,300,871.055549
-6501.362774,300,872.295395
-6221.256729,300,872.47215
-5767.777373,300,872.635762
-5714.911565,300,872.787801
-7210.66576,300,872.937381
-818.672411,72,872.973276
-4566.231139,300,873.135892
-5727.527625,300,873.287591
-6691.525934,300,874.471775
-5594.115432,300,874.648705
-6057.909622,300,874.817858
-2132.191208,158,874.90528
-5030.244318,300,875.08965
-5394.893351,300,875.251546
-5407.794305,300,875.404128
-9152.018968,300,876.574804
-4177.495147,300,876.755716
-6152.171845,300,876.909732
-6929.759667,300,877.063287
-5759.516533,300,877.212073
-3420.427312,300,877.375166
-7418.928044,300,877.524898
-5761.509004,300,878.70788
-8897.958436,300,878.88456
-2835.98065,300,879.039648
-8271.21612,300,879.192441
-6285.07129,300,879.357238
-5946.336222,300,879.506648
-3055.945135,208,879.614544
-4389.012953,300,880.794623
-5186.007925,300,880.979211
-3569.983999,300,881.135208
-5823.41344,300,881.290988
-3618.114766,300,881.457739
-5871.319392,300,881.611482
-4577.168674,300,881.763185
-6707.910307,300,882.978745
-4231.704392,300,883.145664
-6998.712322,300,883.305303
-6011.267124,300,883.458623
-4187.218278,300,883.624322
-5822.22969,300,883.773766
-6156.861626,300,883.926606
-8937.446217,300,885.168555
-4090.29576,300,885.3271
-6562.288486,300,885.490117
-2917.001516,174,885.578763
-3323.861517,300,885.745541
-4074.02326,300,885.89763
-8404.301687,300,886.051197
-4921.989005,300,887.282146
-5457.265186,300,887.447297
-8940.524176,300,887.604959
-884.581426,105,887.659822
-3906.933726,300,887.823859
-3727.679459,300,887.975224
-5455.359823,300,888.127371
-6474.675103,300,889.316418
-4881.297486,300,889.51078
-3549.106768,300,889.671664
-4896.81629,300,889.827145
-4204.522981,300,889.993206
-5740.638526,300,890.146477
-6382.026777,300,890.297755
-4605.593757,283,891.497847
-5227.514417,300,891.673773
-7406.079006,300,891.827786
-6326.670732,300,891.981424
-0.601328,1,891.981424
-6053.839973,300,892.146729
-6656.711101,300,892.297606
-5136.744626,300,892.456549
-4176.524416,300,893.676914
-7705.09291,300,893.857305
-7218.741627,300,894.011681
-4763.281247,300,894.179542
-5830.303745,300,894.337632
-4827.936612,300,894.491743
-5753.389054,300,894.646786
-10534.516221,300,895.875139
-3594.89187,300,896.043012
-7028.840759,300,896.200802
-7564.650744,300,896.376685
-4773.174561,300,896.54398
-3318.989079,300,896.701392
-5822.164904,300,896.867912
-6792.624424,300,898.091551
-7217.993048,300,898.260835
-8892.754575,300,898.419551
-9837.123334,300,898.592385
-7261.0543,300,898.750021
-5832.549981,300,898.90444
-4975.721166,300,900.159914
-10902.943773,300,900.344786
-4133.473009,300,900.505264
-7838.945331,300,900.671617
-5290.864866,300,900.823587
-7223.600571,300,900.975041
-8496.956775,300,901.133333
-9086.766155,300,902.365689
-8960.010773,300,902.548106
-6813.73315,300,902.705896
-9172.667646,300,902.873708
-4594.323353,300,903.030219
-5807.336904,300,903.184941
-4863.023264,300,903.359933
-6111.519096,300,904.576464
-2593.497888,300,904.756498
-4850.309349,244,904.882477
-8875.978632,300,905.05126
-8830.067595,300,905.207075
-7404.70849,300,905.360158
-5759.450502,300,905.532321
-3676.089018,300,906.729859
-4440.463584,300,906.907665
-4006.010871,300,907.075891
-4556.979812,300,907.229177
-4154.463564,300,907.384361
-4978.47132,300,907.543166
-5326.385138,300,907.715386
-3118.9446,300,908.92994
-8663.705108,300,909.102298
-6908.081879,300,909.271059
-4684.601943,300,909.42835
-3349.653123,300,909.586549
-5368.788812,300,909.761365
-8758.759938,300,909.912843
-5010.203147,300,911.137511
-7010.999528,300,911.309224
-9604.611676,300,911.477957
-6285.844194,300,911.63331
-4848.007606,300,911.793803
-5245.536313,300,911.957359
-6452.526082,300,912.108588
-6685.478735,300,913.321679
-4914.799389,300,913.497767
-5839.515697,300,913.651421
-6614.456295,300,913.810135
-5243.297022,300,913.961676
-8018.583314,300,914.128334
-4042.372433,300,915.362978
-8308.29932,300,915.547753
-4578.961579,300,915.720248
-8.216999,5,915.723425
-382.619398,53,915.751097
-3378.5907,300,915.909253
-8489.288798,300,916.061474
-7631.429127,300,916.225776
-5653.379085,300,916.380939
-7329.630514,300,917.573758
-8276.75104,300,917.747956
-7858.251183,300,917.91665
-2612.204172,300,918.072321
-4823.912324,300,918.222811
-7656.115667,300,918.387113
-4718.167683,300,918.5395
-5097.276331,300,919.764732
-3980.14552,300,919.964677
-6914.458758,300,920.16119
-9133.429357,300,920.341414
-6490.429647,300,920.494521
-6117.257838,300,920.710491
-2313.931567,229,920.844554
-6847.570806,300,922.199204
-7564.836115,300,922.432438
-1761.406764,187,922.540927
-4913.087057,300,922.705374
-3092.85738,300,922.87359
-8126.792625,300,923.04188
-4052.39154,300,923.224676
-8309.109916,300,924.921867
-3620.702093,300,925.12964
-4015.625562,300,925.306718
-3666.84328,300,925.481792
-6623.850472,300,925.646218
-5502.450372,300,925.82979
-4550.033877,300,926.009749
-6157.011889,300,927.604425
-7647.793478,300,927.865774
-9734.613047,300,928.091446
-7354.63427,300,928.307251
-2938.56108,186,928.479834
-5585.309212,300,928.771888
-5686.540605,300,928.97328
-10743.989162,300,930.365601
-8359.492147,300,930.562956
-4670.090255,300,930.726928
-5396.968746,300,930.883365
-237.863158,41,930.90527
-8023.215865,300,931.072008
-8593.931713,300,931.223183
-4784.810491,300,931.377897
-4172.005293,300,932.64214
-5159.830288,300,932.856329
-3367.925826,300,933.019832
-8019.223451,300,933.177382
-9649.717434,300,933.34395
-4835.018976,300,933.496302
-6321.099621,300,933.675299
-4067.280463,218,934.919869
-4482.963277,300,935.102664
-2298.776872,210,935.236295
-4289.270784,300,935.408005
-6867.600895,300,935.658915
-6458.560695,300,935.894827
-8763.930812,300,936.124899
-9600.958265,300,937.724809
-6539.586029,300,937.905942
-7951.194002,300,938.067133
-10398.378541,300,938.223542
-8503.022695,300,938.420803
-5129.615764,300,938.595871
-3803.435432,300,938.769999
-5768.028184,300,940.070155
-7556.371147,300,940.24875
-7670.225319,300,940.405959
-7989.868664,300,940.574681
-2574.817676,168,940.661935
-8170.619702,300,940.818797
-10631.274687,300,940.983396
-4003.013518,300,942.244991
-9209.183129,300,942.425232
-3270.875278,300,942.582987
-3300.894523,300,942.756921
-5629.223402,300,942.91461
-2694.445006,131,942.982249
-3719.697061,300,943.140332
-4837.349327,300,943.310048
-7531.508124,300,944.643222
-5155.721396,300,944.816761
-4446.882984,300,944.972201
-5625.218424,300,945.145087
-6803.166197,300,945.299922
-6461.958964,300,945.460264
-5170.404204,300,946.7164
-9186.24716,300,946.903373
-6953.806915,300,947.070898
-6126.781861,300,947.238099
-4339.058021,300,947.394641
-4046.701309,300,947.553052
-4700.06815,300,947.717226
-5839.173776,300,949.013684
-4422.977909,300,949.194547
-4444.727238,300,949.373418
-5762.882303,300,949.582662
-3876.393572,300,949.766442
-5560.452244,300,949.962354
-7311.095653,300,950.161328
-6301.929613,300,951.437646
-7488.650736,300,951.618534
-6145.210007,300,951.777081
-6318.177199,300,951.943466
-5199.299514,300,952.098769
-5968.536938,300,952.249874
-4439.325784,300,952.41592
-3753.677963,300,953.672498
-4118.995556,300,953.843113
-7059.989994,300,954.013753
-11102.311707,300,954.170669
-1745.858771,104,954.221886
-1165.110048,85,954.263288
-5255.847751,300,954.415649
-5005.185722,300,954.584972
-5085.757886,300,955.812836
-4957.958066,300,955.994851
-5222.544833,300,956.165814
-4340.356091,300,956.33378
-7887.888978,300,956.489523
-6076.14984,300,956.644688
-7722.861331,300,956.811296
-6407.615191,300,958.052053
-6456.659345,300,958.24461
-9175.347185,300,958.445188
-7804.698219,300,958.638089
-6216.534242,300,958.807904
-7108.129505,300,958.982905
-9752.040389,300,959.142953
-8738.370579,300,960.380024
-7803.536956,300,960.545824
-4711.878245,300,960.713749
-8604.213906,300,960.875695
-7730.346316,300,961.030066
-6425.931948,300,961.194772
-7024.482657,300,961.353429
-4924.817736,300,962.573501
-7935.633665,300,962.746116
-8470.925356,300,962.904773
-2737.69589,300,963.059592
-9225.387325,300,963.212106
-5131.984568,300,963.385835
-6000.805006,300,964.591613
-6618.742636,300,964.778607
-4234.286039,300,964.954977
-3376.196076,300,965.110204
-4833.596759,300,965.260794
-6914.087679,300,965.424696
-7343.891143,300,965.577364
-2601.103385,257,966.727904
-8885.305464,300,966.910895
-6133.059978,300,967.088012
-7185.532142,300,967.237622
-5550.56686,300,967.390146
-4255.200583,300,967.558167
-6823.304523,300,967.713011
-7731.195697,300,968.886229
-6030.009662,300,969.064513
-4760.625428,300,969.23072
-6237.93912,300,969.382255
-6130.844257,300,969.532258
-7831.742751,300,969.699824
-7020.727479,300,969.855735
-4441.653168,300,971.023811
-6097.470801,300,971.207541
-5659.091668,300,971.36003
-3482.553674,230,971.475021
-7781.398757,300,971.62885
-5075.087602,300,971.79252
-3282.025286,217,971.903607
-6997.235974,300,973.051927
-7276.355819,300,973.247123
-6777.095954,300,973.408245
-7635.43247,300,973.558266
-8430.201302,300,973.707485
-7837.271239,300,973.872115
-7055.950496,300,974.026942
-5301.164008,300,975.243458
-4016.199105,300,975.436984
-4211.851112,300,975.591251
-3011.134118,300,975.74724
-4776.850812,300,975.918504
-5668.996327,281,976.062151
-4454.111502,300,976.211903
-5132.070676,300,977.416395
-5096.344006,300,977.602915
-3063.819129,172,977.690472
-5501.841492,300,977.841913
-7390.600756,300,977.993386
-7828.08338,300,978.159288
-7441.585787,300,978.310244
-5948.666922,300,979.488775
-5196.102943,300,979.687815
-5988.863217,300,979.84042
-3986.510958,300,980.001668
-6536.897265,300,980.17362
-4974.157438,300,980.32752
-4984.453818,300,980.480341
-6145.015313,300,981.680375
-3627.020264,300,981.870401
-8317.136142,300,982.025819
-6682.115582,300,982.180434
-5192.012496,300,982.347524
-5274.052894,300,982.503959
-6409.597756,300,982.653834
-6244.711047,300,983.871058
-8220.937398,300,984.041018
-4490.340094,300,984.193114
-6071.904695,300,984.343717
-11227.70598,300,984.502179
-7302.774511,300,984.650853
-4222.165442,300,984.806962
-8099.989435,300,986.027112
-86.792642,18,986.039357
-7399.269956,300,986.205747
-1379.19511,137,986.277382
-6289.32546,300,986.431456
-5024.852689,300,986.60188
-3967.146884,300,986.753989
-4441.464147,300,986.90814
-4958.223341,300,988.113286
-7388.239251,300,988.292023
-8732.106661,300,988.443269
-5829.474978,300,988.609647
-6929.397081,300,988.762104
-5425.994451,300,988.913822
-3552.185818,300,989.066133
-5797.416273,300,990.276602
-9656.442969,300,990.445822
-149.805995,22,990.457023
-6865.337442,300,990.61329
-4793.683649,300,990.78305
-5754.666324,300,990.934155
-3836.277449,300,991.084642
-5432.026421,300,991.251924
-8491.351714,300,992.457165
-6879.789295,300,992.623256
-4547.120077,300,992.778283
-6996.468525,300,992.94144
-5416.665862,300,993.09732
-5973.389111,300,993.253477
-4437.125456,300,993.417141
-5410.146931,300,994.625137
-5676.976841,300,994.788371
-7854.827629,300,994.963128
-6208.803149,300,995.123004
-4301.523234,300,995.280377
-2691.019174,169,995.366924
-5578.782867,300,995.531554
-5760.702957,300,996.741563
-3106.413394,300,996.907339
-4811.930135,300,997.073079
-6410.298643,300,997.231863
-5156.812621,300,997.383585
-3705.077122,300,997.531009
-5070.061601,300,997.699348
-9194.498654,300,998.913077
-7109.457044,300,999.076776
-6028.66445,300,999.242292
-7088.711395,300,999.394789
-1761.572518,131,999.463543
-5785.188368,300,999.61788
-4350.605234,300,999.78238
-3828.384938,300,1000.983847
-3700.548262,300,1001.156534
-8820.041043,300,1001.323433
-1387.360334,101,1001.375642
-10750.178534,300,1001.527989
-6753.683125,300,1001.682905
-4922.516175,295,1001.848647
-4954.28716,300,1002.000729
